// *********** delikatesy woronicza- Kolberga 7 ****************
250.0;1250.0;200.0;700.0;1250.0;200.0
250.0;1250.0;200.0;250.0;1250.0;350.0
700.0;1250.0;200.0;700.0;1250.0;350.0
700.0;1250.0;200.0;700.0;1500.0;200.0
250.0;1250.0;200.0;250.0;1500.0;200.0
250.0;1500.0;200.0;250.0;1500.0;350.0
250.0;1250.0;350.0;250.0;1500.0;350.0
250.0;1250.0;350.0;700.0;1250.0;350.0
250.0;1500.0;350.0;700.0;1500.0;350.0
700.0;1500.0;350.0;700.0;1250.0;350.0
700.0;1500.0;350.0;700.0;1500.0;200.0
700.0;1500.0;200.0;250.0;1500.0;200.0
//
// ********** Joliot Curie 2 *************
// podloga
750.0;1350.0;200;1000.0;1350.0;200
1000.0;1350.0;200;1000.0;1600.0;200
750.0;1350.0;200;750.0;1600.0;200
750.0;1600.0;200;1000.0;1600.0;200 
// sciany
750.0;1350.0;200;750.0;1350.0;500
1000.0;1350.0;200;1000.0;1350.0;500
1000.0;1600.0;200;1000.0;1600.0;500
750.0;1600.0;200;750.0;1600.0;500
// sufit
750.0;1350.0;500;1000.0;1350.0;500
1000.0;1350.0;500;1000.0;1600.0;500
750.0;1350.0;500;750.0;1600.0;500
750.0;1600.0;500;1000.0;1600.0;500 
// ************ Kolberga 5 ***************
// podloga
400.0;1700.0;200;700;1700.0;200
700.0;1700.0;200;700;2500.0;200
700.0;2500.0;200;400;2500.0;200
400.0;2500.0;200;400;1700.0;200
// sciany
400.0;1700.0;200;100;1700.0;800
700.0;1700.0;200;100;1700.0;800
400.0;2500.0;200;100;1700.0;800
700.0;2500.0;200;100;1700.0;800
